tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 170.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,Brito - Corretor de Imóveis,27/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-trevo-arraial-x-trancoso-1216794806,02/Oct/2023,21:16:14
Terrenos,,R$ 900.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,SO MANSOES TRANCOSO,16/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-plano-com-1-000-m-venda-em-arraial-dajuda-1234295362,02/Oct/2023,21:16:14
Terrenos,,R$ 1.859.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1549m²,SO MANSOES TRANCOSO,15/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-plano-com-vista-mar-com-1-549-m-venda-em-arraial-dajuda-1234280411,02/Oct/2023,21:16:14
Terrenos,,R$ 900.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,SO MANSOES TRANCOSO,15/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-plano-com-1-000-m-venda-em-arraial-dajuda-1234214001,02/Oct/2023,21:16:14
Terrenos,,R$ 460.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE,06/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1230741531,02/Oct/2023,21:16:14
Terrenos,,R$ 420.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE II,11/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1232496998,02/Oct/2023,21:16:14
Terrenos,,R$ 8.936.000,Arraial D&x27;Ajuda,Porto Seguro,BA,44675m²,RE/MAX UNIQUE,22/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/area-para-investimento-1236650247,02/Oct/2023,21:16:14
Terrenos,,R$ 987.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1097m²,SO MANSOES TRANCOSO,15/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-plano-com-1-097-m-venda-em-arraial-dajuda-1234268352,02/Oct/2023,21:16:14
Terrenos,,R$ 790.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1043m²,Terra Brazil Imóveis,01/10/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-para-venda-em-porto-seguro-arraial-d-ajuda-1239351240,02/Oct/2023,21:16:14
Terrenos,,R$ 230.000,Arraial D&x27;Ajuda,Porto Seguro,BA,619m²,Daniel Abrantes vieira,21/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-alto-da-pitinga-arraial-d-ajuda-1236159316,02/Oct/2023,21:16:14
Terrenos,,R$ 400.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1209m²,BAHIA GREEN,04/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-em-condominio-oportunidade-tem-1209-metros-quadrados-em-arraial-d-ajuda-porto-seg-1229966203,02/Oct/2023,21:16:14
Terrenos,,R$ 460.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE,03/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1229759471,02/Oct/2023,21:16:14
Terrenos,,R$ 420.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE II,11/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1232497205,02/Oct/2023,21:16:14
Terrenos,,R$ 14.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,19900m²,MBras Soluções Imobiliarias Ltda,20/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/incrivel-area-para-construcao-de-hotel-em-trancoso-bahia-1235654120,02/Oct/2023,21:16:14
Terrenos,,R$ 600.000,Arraial D&x27;Ajuda,Porto Seguro,BA,525m²,Glauber,12/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-a-venda-525m2-no-cond-reserva-pitinga-1232900102,02/Oct/2023,21:16:14
Terrenos,,R$ 900.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,SO MANSOES TRANCOSO,15/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-plano-com-1-000-m-venda-em-arraial-dajuda-1234271999,02/Oct/2023,21:16:14
Terrenos,,R$ 9.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,3500m²,Zucotti Imoveis,25/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/aos-interessados-tratamos-deste-produto-de-alto-padrao-pessoalmente-1226377745,02/Oct/2023,21:16:14
Terrenos,,R$ 460.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE,03/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1229620959,02/Oct/2023,21:16:14
Terrenos,,R$ 11.681.000,Arraial D&x27;Ajuda,Porto Seguro,BA,11681m²,MARCELO MALACARNE IMÓVEIS,22/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-11681-m-por-r-11-681-000-00-arraial-d-ajuda-porto-seguro-ba-1225282860,02/Oct/2023,21:16:14
Terrenos,,R$ 300.000,Arraial D&x27;Ajuda,Porto Seguro,BA,140m²,Danieu,31/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-1228624270,02/Oct/2023,21:16:14
Terrenos,,R$ 460.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE,07/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1231135906,02/Oct/2023,21:16:14
Terrenos,,R$ 500.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,RE/MAX UNIQUE,19/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-em-excelente-localizacao-1235303438,02/Oct/2023,21:16:14
Terrenos,,R$ 350,Arraial D&x27;Ajuda,Porto Seguro,BA,702m²,Vitinho,27/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/propriedade-antiga-pousada-1226909611,02/Oct/2023,21:16:14
Terrenos,,R$ 45.000,Arraial D&x27;Ajuda,Porto Seguro,BA,180m²,Arlete Colto de Sá,03/09/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-para-vender-1229849160,02/Oct/2023,21:16:15
Terrenos,,R$ 7.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4280m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/vendo-terreno-area-ideal-p-condominio-arraial-d-ajuda-ba-area-nobre-bem-perto-a-praia-1220723281,02/Oct/2023,21:16:16
Terrenos,,R$ 536.000,Arraial D&x27;Ajuda,Porto Seguro,BA,536m²,MARCELO MALACARNE IMÓVEIS,18/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/ultimas-unidades-lotes-em-condominio-fechado-a-300-metros-do-mar-em-arraial-dajuda-1223863043,02/Oct/2023,21:16:16
Terrenos,,R$ 700.000,Arraial D&x27;Ajuda,Porto Seguro,BA,750m²,MARCELO MALACARNE IMÓVEIS,18/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-750-m-pertinho-da-praia-e-centro-do-arraial-dajuda-bahia-1223862790,02/Oct/2023,21:16:16
Terrenos,,R$ 2.700.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1500000m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-lote-a-venda-em-alto-da-pitinga-arraial-d-ajuda-ba-vista-ao-mar-incrivel-1220278122,02/Oct/2023,21:16:16
Terrenos,,R$ 250.000,Arraial D&x27;Ajuda,Porto Seguro,BA,468m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/zucotti-imoveis-terreno-lote-vilas-do-arraial-arraial-d-ajuda-468-m-1220278068,02/Oct/2023,21:16:16
Terrenos,,R$ 300.000,Arraial D&x27;Ajuda,Porto Seguro,BA,14000m²,Daniel Abrantes vieira,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/area-plana-170-mtrs-frente-rod-ba001-prox-arraial-d-ajuda-1220572865,02/Oct/2023,21:16:16
Terrenos,,R$ 1.250.000,Arraial D&x27;Ajuda,Porto Seguro,BA,5000m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/zucotti-imoveis-vende-areas-e-glebas-de-terra-perto-do-arraial-d-ajuda-trancoso-bahia-1220278278,02/Oct/2023,21:16:16
Terrenos,,R$ 280.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1200m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220723413,02/Oct/2023,21:16:16
Terrenos,,R$ 1.200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2000m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220278250,02/Oct/2023,21:16:16
Terrenos,,R$ 272.000,Arraial D&x27;Ajuda,Porto Seguro,BA,723m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lotes-perto-ao-centro-arraial-dajuda-ba-1220278632,02/Oct/2023,21:16:16
Terrenos,,R$ 3.200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,3500m²,Daniel Abrantes vieira,22/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/amplo-terreno-comercial-entrada-arraial-d-ajuda-1225266915,02/Oct/2023,21:16:16
Terrenos,,R$ 8.500.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2700m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/zucotti-imoveis-vende-terrenos-beira-mar-em-arraial-d-ajuda-porto-seguro-bahia-1220278120,02/Oct/2023,21:16:16
Terrenos,,R$ 700.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,MARCELO MALACARNE IMÓVEIS,22/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-no-paraiso-loteamento-a-400-metros-da-praia-em-arraial-dajuda-1225006962,02/Oct/2023,21:16:16
Terrenos,,R$ 1.300.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2000m²,MARCELO MALACARNE IMÓVEIS,18/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-para-condominio-ou-pousada-a-500-metros-da-praia-em-arraial-dajuda-bahia-1223862778,02/Oct/2023,21:16:16
Terrenos,,R$ 750.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4200m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220723454,02/Oct/2023,21:16:16
Terrenos,,R$ 6.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,5200m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-com-implantacao-aprovada-para-construir-condominio-arraial-d-ajuda-1220723692,02/Oct/2023,21:16:16
Terrenos,,R$ 2.100.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1050m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-centro-arraial-d-ajuda-2-100-000-1220278215,02/Oct/2023,21:16:16
Terrenos,,R$ 130.000,Arraial D&x27;Ajuda,Porto Seguro,BA,825m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/zucotti-imoveis-vende-lotes-de-1000-m-ate-1800-m-arraial-d-ajuda-ba-1220723316,02/Oct/2023,21:16:16
Terrenos,,R$ 550.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-em-loteamento-no-centro-do-arraial-d-ajuda-bahia-1220723232,02/Oct/2023,21:16:16
Terrenos,,R$ 8.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4000m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-pe-na-areia-40m-frente-mar-1220278200,02/Oct/2023,21:16:16
Terrenos,,R$ 184.000,Arraial D&x27;Ajuda,Porto Seguro,BA,798m²,MARCELO MALACARNE IMÓVEIS,18/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-798-m-por-r-184-000-arraial-dajuda-porto-seguro-ba-1223862073,02/Oct/2023,21:16:16
Terrenos,,R$ 12.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4200m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/vendo-terreno-beira-mar-em-arraial-d-ajuda-ba-estrada-da-balsa-1220278229,02/Oct/2023,21:16:16
Terrenos,,R$ 950.000,Arraial D&x27;Ajuda,Porto Seguro,BA,5868m²,MARCELO MALACARNE IMÓVEIS,18/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/otimo-terreno-a-venda-em-arraial-dajuda-1223863035,02/Oct/2023,21:16:16
Terrenos,,R$ 6.200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4300m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-super-comercial-centro-do-arraial-d-ajuda-1220278080,02/Oct/2023,21:16:16
Terrenos,,R$ 1.800.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2000m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220723397,02/Oct/2023,21:16:16
Terrenos,,R$ 260.000,Arraial D&x27;Ajuda,Porto Seguro,BA,500m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-no-capriprivilege-cond-arraial-d-ajuda-ba-1220723322,02/Oct/2023,21:16:16
Terrenos,,R$ 1.500.000,Arraial D&x27;Ajuda,Porto Seguro,BA,20000m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220725814,02/Oct/2023,21:16:16
Terrenos,,R$ 540.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1310m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/zucotti-imoveis-vende-terreno-em-condominio-ecovillage-arraial-d-ajuda-ba-1220278054,02/Oct/2023,21:16:16
Terrenos,,R$ 530.000,Arraial D&x27;Ajuda,Porto Seguro,BA,588m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-nos-corais-do-arraial-etapa-a-em-arraial-d-ajuda-ba-1220658257,02/Oct/2023,21:16:16
Terrenos,,R$ 320.000,Arraial D&x27;Ajuda,Porto Seguro,BA,800m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-arraial-d-ajuda-porto-seguro-ba-1220723283,02/Oct/2023,21:16:16
Terrenos,,R$ 600.000,Arraial D&x27;Ajuda,Porto Seguro,BA,525m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lotes-no-reserva-pitinga-1220723601,02/Oct/2023,21:16:16
Terrenos,,R$ 900.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-em-condominio-1220723403,02/Oct/2023,21:16:16
Terrenos,,R$ 700.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-estrada-da-balsa-1000m2-murado-1220278289,02/Oct/2023,21:16:16
Terrenos,,R$ 1.500.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1100m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/imobiliaria-zucotti-vende-terrenos-no-bairro-estrada-da-balsa-arraial-d-ajuda-ba-1220278261,02/Oct/2023,21:16:16
Terrenos,,R$ 250.000,Arraial D&x27;Ajuda,Porto Seguro,BA,600m²,Zucotti Imoveis,09/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-arraial-d-ajuda-612m2-por-250-000-1220278187,02/Oct/2023,21:16:16
Terrenos,,R$ 420.000,Arraial D&x27;Ajuda,Porto Seguro,BA,525m²,Zucotti Imoveis,10/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-a-venda-no-bairro-arraial-d-ajuda-porto-seguro-ba-1220723309,02/Oct/2023,21:16:17
Terrenos,,R$ 7.800.000,Arraial D&x27;Ajuda,Porto Seguro,BA,7196m²,MARCELO MALACARNE IMÓVEIS,05/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-sensacional-com-vista-mar-pra-praia-da-pitinga-em-arraial-1218761968,02/Oct/2023,21:16:17
Terrenos,,R$ 2.700.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4522m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/excelente-lote-de-4522m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430691,02/Oct/2023,21:16:17
Terrenos,,R$ 145.000,Arraial D&x27;Ajuda,Porto Seguro,BA,600m²,RE/MAX UNIQUE,05/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/oportunidade-no-loteamento-recanto-do-japara-ii-arraial-d-ajuda-1206397430,02/Oct/2023,21:16:18
Terrenos,,R$ 500.000,Arraial D&x27;Ajuda,Porto Seguro,BA,288m²,Francisco Alves,25/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-terreno-para-venda-com-288-metros-quadrados-em-arraial-d-ajuda-porto-seguro-ba-1214285361,02/Oct/2023,21:16:18
Terrenos,,R$ 460.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE,05/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1206397588,02/Oct/2023,21:16:18
Terrenos,,R$ 1.323.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2205m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2205m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430654,02/Oct/2023,21:16:18
Terrenos,,R$ 457.800,Arraial D&x27;Ajuda,Porto Seguro,BA,525m²,IBS Imóveis Bahia Sul LTDA - ME,08/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-a-venda-arraial-d-ajuda-porto-seguro-ba-1219706394,02/Oct/2023,21:16:18
Terrenos,,R$ 145.000,Arraial D&x27;Ajuda,Porto Seguro,BA,600m²,RE/MAX UNIQUE,05/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/oportunidade-no-loteamento-recanto-do-japara-ii-arraial-d-ajuda-1206435015,02/Oct/2023,21:16:18
Terrenos,,R$ 1.330.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2217m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2217m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430681,02/Oct/2023,21:16:18
Terrenos,,R$ 449.400,Arraial D&x27;Ajuda,Porto Seguro,BA,525m²,IBS Imóveis Bahia Sul LTDA - ME,19/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-a-venda-pitinga-porto-seguro-ba-1212017570,02/Oct/2023,21:16:18
Terrenos,,R$ 10.000.000,Arraial D&x27;Ajuda,Porto Seguro,BA,4460m²,Terra Brazil Imóveis,31/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-em-praia-para-venda-em-porto-seguro-arraial-d-ajuda-1216645955,02/Oct/2023,21:16:18
Terrenos,,R$ 7.800.000,Arraial D&x27;Ajuda,Porto Seguro,BA,,Elisete Soares Silva,17/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-com-vista-para-o-mar-proximo-a-pitinga-1211318739,02/Oct/2023,21:16:18
Terrenos,,R$ 1.200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2001m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2001m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430768,02/Oct/2023,21:16:18
Terrenos,,R$ 1.226.940,Arraial D&x27;Ajuda,Porto Seguro,BA,2044m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2044m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430684,02/Oct/2023,21:16:18
Terrenos,,R$ 600.000,Arraial D&x27;Ajuda,Porto Seguro,BA,585m²,Terra Brazil Imóveis,06/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-para-venda-em-porto-seguro-arraial-d-ajuda-1207156929,02/Oct/2023,21:16:18
Terrenos,,R$ 1.225.000,Arraial D&x27;Ajuda,Porto Seguro,BA,2041m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2041m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430656,02/Oct/2023,21:16:18
Terrenos,,R$ 420.000,Arraial D&x27;Ajuda,Porto Seguro,BA,210m²,RE/MAX UNIQUE II,05/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/preco-de-lancamento-lotes-com-financiamento-proprio-em-arraial-d-ajuda-porto-seguro-bah-1206436593,02/Oct/2023,21:16:18
Terrenos,,R$ 145.000,Arraial D&x27;Ajuda,Porto Seguro,BA,600m²,RE/MAX UNIQUE,05/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/oportunidade-no-loteamento-recanto-do-japara-ii-arraial-d-ajuda-1206439101,02/Oct/2023,21:16:18
Terrenos,,R$ 800.000,Arraial D&x27;Ajuda,Porto Seguro,BA,5300m²,Regina,11/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-na-estrada-de-trancoso-5000m2-1221144369,02/Oct/2023,21:16:18
Terrenos,,R$ 200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1000m²,RE/MAX UNIQUE,25/07/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-de-1000m2-em-arraial-d-ajuda-por-200-mil-1214665540,02/Oct/2023,21:16:18
Terrenos,,R$ 435.000,Arraial D&x27;Ajuda,Porto Seguro,BA,1350m²,Daniel Abrantes vieira,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/terreno-ecovillage-arraial-d-ajuda-1218303903,02/Oct/2023,21:16:18
Terrenos,,R$ 1.498.658,Arraial D&x27;Ajuda,Porto Seguro,BA,2140m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-de-2-140m-a-venda-no-condominio-balcao-da-lua-arraial-d-ajuda-ba-1218430668,02/Oct/2023,21:16:18
Terrenos,,R$ 12.153.085,Arraial D&x27;Ajuda,Porto Seguro,BA,10568m²,SO MANSOES TRANCOSO,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/lote-terreno-de-10567m-com-vista-mar-a-venda-no-condominio-balcao-da-lua-arraial-dajuda-1218431236,02/Oct/2023,21:16:18
Terrenos,,R$ 200.000,Arraial D&x27;Ajuda,Porto Seguro,BA,640m²,Daniel Abrantes vieira,04/08/2023,https://ba.olx.com.br/sul-da-bahia/terrenos/trak-trak-arraial-d-ajuda-1218304208,02/Oct/2023,21:16:18
